"bairro","cidade","bairro-2","cidade-2","distancia","distancia_km"
"JARDIM DA PENHA"," VITORIA","VALE DA ESPERANÇA"," CARIACICA",14541,"14,5 km"
"JARDIM DA PENHA"," VITORIA","ITAQUARI. BELA AURORA"," CARIACICA",15095,"15,1 km"
"JARDIM DA PENHA"," VITORIA","CRUZEIRO DO SUL"," CARIACICA",17091,"17,1 km"
"JARDIM DA PENHA"," VITORIA","NOVA ROSA DA PENHA"," CARIACICA",24321,"24,3 km"
"JARDIM DA PENHA"," VITORIA","FLEXAL I"," CARIACICA",31181,"31,2 km"
"JARDIM DA PENHA"," VITORIA","NOVA BRASÍLIA"," CARIACICA",16963,"17,0 km"
"JARDIM DA PENHA"," VITORIA","JUCU"," VIANA",31176,"31,2 km"
"JARDIM DA PENHA"," VITORIA","SANTA TEREZINHA"," VIANA",23864,"23,9 km"
"JARDIM DA PENHA"," VITORIA","VILA BETÂNIA"," VIANA",20241,"20,2 km"
"JARDIM DA PENHA"," VITORIA","PEDRA MULATA"," VIANA",21122,"21,1 km"
"JARDIM DA PENHA"," VITORIA","ARLINDO VILASQUE"," VIANA",22622,"22,6 km"
"JARDIM DA PENHA"," VITORIA","VILA NOVA"," VIANA",24472,"24,5 km"
"JARDIM DA PENHA"," VITORIA","UNIVERSAL"," VIANA",24157,"24,2 km"
"JARDIM DA PENHA"," VITORIA","CARIOCA"," VIANA",533554,"534 km"
"JARDIM DA PENHA"," VITORIA","PRIMAVERA"," VIANA",21908,"21,9 km"
"JARDIM DA PENHA"," VITORIA","MARCILIO DE NORONHA"," VIANA",20942,"20,9 km"
"JARDIM DA PENHA"," VITORIA","BOM PASTOR"," VIANA",28071,"28,1 km"
"JARDIM DA PENHA"," VITORIA","VILA BETHANIA"," VIANA",20241,"20,2 km"
"JARDIM DA PENHA"," VITORIA","IPANEMA"," VIANA",24067,"24,1 km"
"JARDIM DA PENHA"," VITORIA","PRAIA DAS GAIVOTAS"," VILA VELHA",13786,"13,8 km"
"JARDIM DA PENHA"," VITORIA","CENTRO"," VILA VELHA",9628,"9,6 km"
"JARDIM DA PENHA"," VITORIA","SANTOS DUMONT"," VILA VELHA",11876,"11,9 km"
"JARDIM DA PENHA"," VITORIA","JARDIM MARILÂNDIA"," VILA VELHA",15058,"15,1 km"
"JARDIM DA PENHA"," VITORIA","RIO MARINHO"," VILA VELHA",16642,"16,6 km"
"JARDIM DA PENHA"," VITORIA","RIVIEIRA DA BARRA"," VILA VELHA",19786,"19,8 km"
"JARDIM DA PENHA"," VITORIA","GLÓRIA"," VILA VELHA",11196,"11,2 km"
"JARDIM DA PENHA"," VITORIA","VALE ENCANTADO"," VILA VELHA",20735,"20,7 km"
"JARDIM DA PENHA"," VITORIA","PRAIA DA COSTA"," VILA VELHA",9104,"9,1 km"
"JARDIM DA PENHA"," VITORIA","JARDIM ASTECA"," VILA VELHA",13701,"13,7 km"
"JARDIM DA PENHA"," VITORIA","TERRA VERMELHA"," VILA VELHA",23562,"23,6 km"
"JARDIM DA PENHA"," VITORIA","PRAIA DE ITAPARICA"," VILA VELHA",11476,"11,5 km"
"JARDIM DA PENHA"," VITORIA","ALECRIM"," VILA VELHA",15527,"15,5 km"
"JARDIM DA PENHA"," VITORIA","DIVINO ESPIRITO SANTO"," VILA VELHA",9303,"9,3 km"
"JARDIM DA PENHA"," VITORIA","BOA VISTA"," VILA VELHA",9707,"9,7 km"
"JARDIM DA PENHA"," VITORIA","SANTA MONICA"," VILA VELHA",12029,"12,0 km"
"JARDIM DA PENHA"," VITORIA","ILHA DOS BENTOS"," VILA VELHA",12680,"12,7 km"
"JARDIM DA PENHA"," VITORIA","NOVA ALMEIDA"," SERRA",34286,"34,3 km"
"JARDIM DA PENHA"," VITORIA","BOULEVARD LAGOA"," SERRA",20094,"20,1 km"
"JARDIM DA PENHA"," VITORIA","PARQUE JACARAIPE"," SERRA",22894,"22,9 km"
"JARDIM DA PENHA"," VITORIA","CENTRAL DE CARAPINA"," SERRA",10634,"10,6 km"
"JARDIM DA PENHA"," VITORIA","JARDIM ATLANTICO"," SERRA",24482,"24,5 km"
"JARDIM DA PENHA"," VITORIA","LARANJEIRAS VELHAS"," SERRA",13260,"13,3 km"
"JARDIM DA PENHA"," VITORIA","CIDADE POMAR"," SERRA",18633,"18,6 km"
"JARDIM DA PENHA"," VITORIA","PRAIA CARAPEUS"," SERRA",17623,"17,6 km"
"JARDIM DA PENHA"," VITORIA","COLINA LARANJEIRA"," SERRA",14022,"14,0 km"
"JARDIM DA PENHA"," VITORIA","RESIDENCIAL JACARAI"," SERRA",25465,"25,5 km"
"JARDIM DA PENHA"," VITORIA","JARDIM CARAPINA"," SERRA",9658,"9,7 km"
"JARDIM DA PENHA"," VITORIA","CARAPINA GRANDE"," SERRA",8881,"8,9 km"
"JARDIM DA PENHA"," VITORIA","NOVO HORIZONTE"," SERRA",12170,"12,2 km"
"JARDIM DA PENHA"," VITORIA","PLANALTO SERRANO"," SERRA",20651,"20,7 km"
"JARDIM DA PENHA"," VITORIA","VALPARAISO"," SERRA",12768,"12,8 km"
"JARDIM DA PENHA"," VITORIA","CIVIT II"," SERRA",16690,"16,7 km"
"JARDIM DA PENHA"," VITORIA","ITAPEBUSSU"," GUARAPARI",60023,"60,0 km"
"JARDIM DA PENHA"," VITORIA","RECANTO DA SEREIA"," GUARAPARI",33356,"33,4 km"
"JARDIM DA PENHA"," VITORIA","SÃO JUDAS TADEU"," GUARAPARI",61366,"61,4 km"
"JARDIM DA PENHA"," VITORIA","MEAIPE"," GUARAPARI",73332,"73,3 km"
"JARDIM DA PENHA"," VITORIA","BELA VISTA"," COLATINA",130651,"131 km"
"JARDIM DA PENHA"," VITORIA","CENTRO"," COLATINA",131180,"131 km"
"JARDIM DA PENHA"," VITORIA","NOSSA SENHORA DA APARECIDA"," COLATINA",131388,"131 km"
"JARDIM DA PENHA"," VITORIA","CENTRO"," MARECHAL FLORIANO",58726,"58,7 km"
"JARDIM DA PENHA"," VITORIA","TREVO SANTA MARIA"," MARECHAL FLORIANO",69005,"69,0 km"
"JARDIM DA PENHA"," VITORIA","PEDRA AZUL"," DOMINGOS MARTINS",100854,"101 km"
"JARDIM DA PENHA"," VITORIA","ESPLANADA"," VENDA NOVA",114998,"115 km"
"ENSEADA DO SUÁ"," VITORIA","BR-262, 5200 - Rio Branco"," CARIACICA",13567,"13,6 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM CAMBURI"," VITORIA",8933,"8,9 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM DA PENHA"," VITORIA",5181,"5,2 km"
"ENSEADA DO SUÁ"," VITORIA","FORTE SÃO JOÃO"," VITORIA",5394,"5,4 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO CRISTOVÃO"," VITORIA",4910,"4,9 km"
"ENSEADA DO SUÁ"," VITORIA","SANTA MARTHA"," VITORIA",4811,"4,8 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM CAMBURI"," VITORIA",8933,"8,9 km"
"ENSEADA DO SUÁ"," VITORIA","PRAIA DO CANTO"," VITORIA",3156,"3,2 km"
"ENSEADA DO SUÁ"," VITORIA","CENTRO"," VITORIA",3562,"3,6 km"
"ENSEADA DO SUÁ"," VITORIA","ITARARE"," VITORIA",3550,"3,6 km"
"ENSEADA DO SUÁ"," VITORIA","JABOUR"," VITORIA",9399,"9,4 km"
"ENSEADA DO SUÁ"," VITORIA","GRANDE VITÓRIA"," VITORIA",10701,"10,7 km"
"ENSEADA DO SUÁ"," VITORIA","ALTO LAGE"," CARIACICA",11295,"11,3 km"
"ENSEADA DO SUÁ"," VITORIA","OPERARIOS"," CARIACICA",18467,"18,5 km"
"ENSEADA DO SUÁ"," VITORIA","SANTA CECILIA"," CARIACICA",13420,"13,4 km"
"ENSEADA DO SUÁ"," VITORIA","VILA CAPIXABA"," CARIACICA",13590,"13,6 km"
"ENSEADA DO SUÁ"," VITORIA","VERA CRUZ"," CARIACICA",11731,"11,7 km"
"ENSEADA DO SUÁ"," VITORIA","CAMPO VERDE"," CARIACICA",16114,"16,1 km"
"ENSEADA DO SUÁ"," VITORIA","ITACIBA"," CARIACICA",10955,"11,0 km"
"ENSEADA DO SUÁ"," VITORIA","TUCUM"," CARIACICA",12902,"12,9 km"
"ENSEADA DO SUÁ"," VITORIA","ITANGUA"," CARIACICA",12969,"13,0 km"
"ENSEADA DO SUÁ"," VITORIA","PORTO DE SANTANA"," CARIACICA",10454,"10,5 km"
"ENSEADA DO SUÁ"," VITORIA","NOVA ROSA PENHA"," CARIACICA",29317,"29,3 km"
"ENSEADA DO SUÁ"," VITORIA","ITAPEMIRIM"," CARIACICA",13782,"13,8 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM CAMPO GRANDE"," CARIACICA",18035,"18,0 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO GERALDO"," CARIACICA",12877,"12,9 km"
"ENSEADA DO SUÁ"," VITORIA","CAMPO GRANDE"," CARIACICA",12263,"12,3 km"
"ENSEADA DO SUÁ"," VITORIA","CRUZEIRO DO SUL"," CARIACICA",13652,"13,7 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM AMÉRICA"," CARIACICA",9757,"9,8 km"
"ENSEADA DO SUÁ"," VITORIA","CARIACICA SEDE"," CARIACICA",20063,"20,1 km"
"ENSEADA DO SUÁ"," VITORIA","BOA SORTE"," CARIACICA",11339,"11,3 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO FRANCISCO"," CARIACICA",15551,"15,6 km"
"ENSEADA DO SUÁ"," VITORIA","VALE DOS REIS"," CARIACICA",19719,"19,7 km"
"ENSEADA DO SUÁ"," VITORIA","SANTO ANDRÉ"," CARIACICA",15993,"16,0 km"
"ENSEADA DO SUÁ"," VITORIA","FLEXAL II"," CARIACICA",21030,"21,0 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO FRANCISCO"," CARIACICA",15551,"15,6 km"
"ENSEADA DO SUÁ"," VITORIA","SANTA BARBARA"," CARIACICA",15693,"15,7 km"
"ENSEADA DO SUÁ"," VITORIA","N R DA PENHA"," CARIACICA",13120,"13,1 km"
"ENSEADA DO SUÁ"," VITORIA","SANTO ANDRÉ"," CARIACICA",15993,"16,0 km"
"ENSEADA DO SUÁ"," VITORIA","PORTO DE CARIACICA"," CARIACICA",30848,"30,8 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO GERALDO"," CARIACICA",12877,"12,9 km"
"ENSEADA DO SUÁ"," VITORIA","CASTELO BRANCO"," CARIACICA",14813,"14,8 km"
"ENSEADA DO SUÁ"," VITORIA","PLANETA 2"," CARIACICA",16904,"16,9 km"
"ENSEADA DO SUÁ"," VITORIA","VILA GRAUNA"," CARIACICA",13852,"13,9 km"
"ENSEADA DO SUÁ"," VITORIA","ROSA DA PENHA"," CARIACICA",13370,"13,4 km"
"ENSEADA DO SUÁ"," VITORIA","TIRADENTE"," CARIACICA",16215,"16,2 km"
"ENSEADA DO SUÁ"," VITORIA","BOM BOSCO"," CARIACICA",12268,"12,3 km"
"ENSEADA DO SUÁ"," VITORIA","VALE DA ESPERANÇA"," CARIACICA",11102,"11,1 km"
"ENSEADA DO SUÁ"," VITORIA","ITAQUARI. BELA AURORA"," CARIACICA",11657,"11,7 km"
"ENSEADA DO SUÁ"," VITORIA","CRUZEIRO DO SUL"," CARIACICA",13652,"13,7 km"
"ENSEADA DO SUÁ"," VITORIA","NOVA ROSA DA PENHA"," CARIACICA",29317,"29,3 km"
"ENSEADA DO SUÁ"," VITORIA","FLEXAL I"," CARIACICA",13731,"13,7 km"
"ENSEADA DO SUÁ"," VITORIA","NOVA BRASÍLIA"," CARIACICA",13525,"13,5 km"
"ENSEADA DO SUÁ"," VITORIA","JUCU"," VIANA",27738,"27,7 km"
"ENSEADA DO SUÁ"," VITORIA","SANTA TEREZINHA"," VIANA",20426,"20,4 km"
"ENSEADA DO SUÁ"," VITORIA","VILA BETÂNIA"," VIANA",16803,"16,8 km"
"ENSEADA DO SUÁ"," VITORIA","PEDRA MULATA"," VIANA",18231,"18,2 km"
"ENSEADA DO SUÁ"," VITORIA","ARLINDO VILASQUE"," VIANA",19183,"19,2 km"
"ENSEADA DO SUÁ"," VITORIA","VILA NOVA"," VIANA",21034,"21,0 km"
"ENSEADA DO SUÁ"," VITORIA","UNIVERSAL"," VIANA",20718,"20,7 km"
"ENSEADA DO SUÁ"," VITORIA","CARIOCA"," VIANA",530663,"531 km"
"ENSEADA DO SUÁ"," VITORIA","PRIMAVERA"," VIANA",18470,"18,5 km"
"ENSEADA DO SUÁ"," VITORIA","MARCILIO DE NORONHA"," VIANA",17503,"17,5 km"
"ENSEADA DO SUÁ"," VITORIA","BOM PASTOR"," VIANA",24633,"24,6 km"
"ENSEADA DO SUÁ"," VITORIA","VILA BETHANIA"," VIANA",16803,"16,8 km"
"ENSEADA DO SUÁ"," VITORIA","IPANEMA"," VIANA",20629,"20,6 km"
"ENSEADA DO SUÁ"," VITORIA","PRAIA DAS GAIVOTAS"," VILA VELHA",10894,"10,9 km"
"ENSEADA DO SUÁ"," VITORIA","CENTRO"," VILA VELHA",6737,"6,7 km"
"ENSEADA DO SUÁ"," VITORIA","SANTOS DUMONT"," VILA VELHA",8984,"9,0 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM MARILÂNDIA"," VILA VELHA",11620,"11,6 km"
"ENSEADA DO SUÁ"," VITORIA","RIO MARINHO"," VILA VELHA",13204,"13,2 km"
"ENSEADA DO SUÁ"," VITORIA","RIVIEIRA DA BARRA"," VILA VELHA",16895,"16,9 km"
"ENSEADA DO SUÁ"," VITORIA","GLÓRIA"," VILA VELHA",8304,"8,3 km"
"ENSEADA DO SUÁ"," VITORIA","VALE ENCANTADO"," VILA VELHA",17296,"17,3 km"
"ENSEADA DO SUÁ"," VITORIA","PRAIA DA COSTA"," VILA VELHA",6213,"6,2 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM ASTECA"," VILA VELHA",10810,"10,8 km"
"ENSEADA DO SUÁ"," VITORIA","TERRA VERMELHA"," VILA VELHA",20671,"20,7 km"
"ENSEADA DO SUÁ"," VITORIA","PRAIA DE ITAPARICA"," VILA VELHA",8585,"8,6 km"
"ENSEADA DO SUÁ"," VITORIA","ALECRIM"," VILA VELHA",12089,"12,1 km"
"ENSEADA DO SUÁ"," VITORIA","DIVINO ESPIRITO SANTO"," VILA VELHA",6411,"6,4 km"
"ENSEADA DO SUÁ"," VITORIA","BOA VISTA"," VILA VELHA",6815,"6,8 km"
"ENSEADA DO SUÁ"," VITORIA","SANTA MONICA"," VILA VELHA",9138,"9,1 km"
"ENSEADA DO SUÁ"," VITORIA","ILHA DOS BENTOS"," VILA VELHA",9789,"9,8 km"
"ENSEADA DO SUÁ"," VITORIA","NOVA ALMEIDA"," SERRA",38152,"38,2 km"
"ENSEADA DO SUÁ"," VITORIA","BOULEVARD LAGOA"," SERRA",23123,"23,1 km"
"ENSEADA DO SUÁ"," VITORIA","PARQUE JACARAIPE"," SERRA",26760,"26,8 km"
"ENSEADA DO SUÁ"," VITORIA","CENTRAL DE CARAPINA"," SERRA",14837,"14,8 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM ATLANTICO"," SERRA",28348,"28,3 km"
"ENSEADA DO SUÁ"," VITORIA","LARANJEIRAS VELHAS"," SERRA",18256,"18,3 km"
"ENSEADA DO SUÁ"," VITORIA","CIDADE POMAR"," SERRA",23629,"23,6 km"
"ENSEADA DO SUÁ"," VITORIA","PRAIA CARAPEUS"," SERRA",21489,"21,5 km"
"ENSEADA DO SUÁ"," VITORIA","COLINA LARANJEIRA"," SERRA",19018,"19,0 km"
"ENSEADA DO SUÁ"," VITORIA","RESIDENCIAL JACARAI"," SERRA",29331,"29,3 km"
"ENSEADA DO SUÁ"," VITORIA","JARDIM CARAPINA"," SERRA",14654,"14,7 km"
"ENSEADA DO SUÁ"," VITORIA","CARAPINA GRANDE"," SERRA",13187,"13,2 km"
"ENSEADA DO SUÁ"," VITORIA","NOVO HORIZONTE"," SERRA",15586,"15,6 km"
"ENSEADA DO SUÁ"," VITORIA","PLANALTO SERRANO"," SERRA",25647,"25,6 km"
"ENSEADA DO SUÁ"," VITORIA","VALPARAISO"," SERRA",16525,"16,5 km"
"ENSEADA DO SUÁ"," VITORIA","CIVIT II"," SERRA",19719,"19,7 km"
"ENSEADA DO SUÁ"," VITORIA","ITAPEBUSSU"," GUARAPARI",57131,"57,1 km"
"ENSEADA DO SUÁ"," VITORIA","RECANTO DA SEREIA"," GUARAPARI",30465,"30,5 km"
"ENSEADA DO SUÁ"," VITORIA","SÃO JUDAS TADEU"," GUARAPARI",58475,"58,5 km"
"ENSEADA DO SUÁ"," VITORIA","MEAIPE"," GUARAPARI",70441,"70,4 km"
"ENSEADA DO SUÁ"," VITORIA","BELA VISTA"," COLATINA",135647,"136 km"
"ENSEADA DO SUÁ"," VITORIA","CENTRO"," COLATINA",136176,"136 km"
"ENSEADA DO SUÁ"," VITORIA","NOSSA SENHORA DA APARECIDA"," COLATINA",136384,"136 km"
"ENSEADA DO SUÁ"," VITORIA","CENTRO"," MARECHAL FLORIANO",55287,"55,3 km"
"ENSEADA DO SUÁ"," VITORIA","TREVO SANTA MARIA"," MARECHAL FLORIANO",65567,"65,6 km"
"ENSEADA DO SUÁ"," VITORIA","PEDRA AZUL"," DOMINGOS MARTINS",97415,"97,4 km"
"ENSEADA DO SUÁ"," VITORIA","ESPLANADA"," VENDA NOVA",111559,"112 km"
"FORTE SÃO JOÃO"," VITORIA","BR-262, 5200 - Rio Branco"," CARIACICA",11661,"11,7 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM CAMBURI"," VITORIA",11632,"11,6 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM DA PENHA"," VITORIA",7880,"7,9 km"
"FORTE SÃO JOÃO"," VITORIA","ENSEADA DO SUÁ"," VITORIA",3119,"3,1 km"
"FORTE SÃO JOÃO"," VITORIA","SÃO CRISTOVÃO"," VITORIA",4582,"4,6 km"
"FORTE SÃO JOÃO"," VITORIA","SANTA MARTHA"," VITORIA",5393,"5,4 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM CAMBURI"," VITORIA",11632,"11,6 km"
"FORTE SÃO JOÃO"," VITORIA","PRAIA DO CANTO"," VITORIA",5855,"5,9 km"
"FORTE SÃO JOÃO"," VITORIA","CENTRO"," VITORIA",4965,"5,0 km"
"FORTE SÃO JOÃO"," VITORIA","ITARARE"," VITORIA",5257,"5,3 km"
"FORTE SÃO JOÃO"," VITORIA","JABOUR"," VITORIA",9687,"9,7 km"
"FORTE SÃO JOÃO"," VITORIA","GRANDE VITÓRIA"," VITORIA",8795,"8,8 km"
"FORTE SÃO JOÃO"," VITORIA","ALTO LAGE"," CARIACICA",9389,"9,4 km"
"FORTE SÃO JOÃO"," VITORIA","OPERARIOS"," CARIACICA",16561,"16,6 km"
"FORTE SÃO JOÃO"," VITORIA","SANTA CECILIA"," CARIACICA",11514,"11,5 km"
"FORTE SÃO JOÃO"," VITORIA","VILA CAPIXABA"," CARIACICA",11684,"11,7 km"
"FORTE SÃO JOÃO"," VITORIA","VERA CRUZ"," CARIACICA",9825,"9,8 km"
"FORTE SÃO JOÃO"," VITORIA","CAMPO VERDE"," CARIACICA",14208,"14,2 km"
"FORTE SÃO JOÃO"," VITORIA","ITACIBA"," CARIACICA",9049,"9,0 km"
"FORTE SÃO JOÃO"," VITORIA","TUCUM"," CARIACICA",10996,"11,0 km"
"FORTE SÃO JOÃO"," VITORIA","ITANGUA"," CARIACICA",11063,"11,1 km"
"FORTE SÃO JOÃO"," VITORIA","PORTO DE SANTANA"," CARIACICA",8548,"8,5 km"
"FORTE SÃO JOÃO"," VITORIA","NOVA ROSA PENHA"," CARIACICA",22642,"22,6 km"
"FORTE SÃO JOÃO"," VITORIA","ITAPEMIRIM"," CARIACICA",11876,"11,9 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM CAMPO GRANDE"," CARIACICA",16129,"16,1 km"
"FORTE SÃO JOÃO"," VITORIA","SÃO GERALDO"," CARIACICA",10971,"11,0 km"
"FORTE SÃO JOÃO"," VITORIA","CAMPO GRANDE"," CARIACICA",10357,"10,4 km"
"FORTE SÃO JOÃO"," VITORIA","CRUZEIRO DO SUL"," CARIACICA",11746,"11,7 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM AMÉRICA"," CARIACICA",7851,"7,9 km"
"FORTE SÃO JOÃO"," VITORIA","CARIACICA SEDE"," CARIACICA",18157,"18,2 km"
"FORTE SÃO JOÃO"," VITORIA","BOA SORTE"," CARIACICA",9433,"9,4 km"
"FORTE SÃO JOÃO"," VITORIA","SÃO FRANCISCO"," CARIACICA",13645,"13,6 km"
"FORTE SÃO JOÃO"," VITORIA","VALE DOS REIS"," CARIACICA",17813,"17,8 km"
"FORTE SÃO JOÃO"," VITORIA","SANTO ANDRÉ"," CARIACICA",14087,"14,1 km"
"FORTE SÃO JOÃO"," VITORIA","FLEXAL II"," CARIACICA",19123,"19,1 km"
"FORTE SÃO JOÃO"," VITORIA","SÃO FRANCISCO"," CARIACICA",13645,"13,6 km"
"FORTE SÃO JOÃO"," VITORIA","SANTA BARBARA"," CARIACICA",13787,"13,8 km"
"FORTE SÃO JOÃO"," VITORIA","N R DA PENHA"," CARIACICA",11214,"11,2 km"
"FORTE SÃO JOÃO"," VITORIA","SANTO ANDRÉ"," CARIACICA",14087,"14,1 km"
"FORTE SÃO JOÃO"," VITORIA","PORTO DE CARIACICA"," CARIACICA",16614,"16,6 km"
"FORTE SÃO JOÃO"," VITORIA","SÃO GERALDO"," CARIACICA",10971,"11,0 km"
"FORTE SÃO JOÃO"," VITORIA","CASTELO BRANCO"," CARIACICA",12907,"12,9 km"
"FORTE SÃO JOÃO"," VITORIA","PLANETA 2"," CARIACICA",14998,"15,0 km"
"FORTE SÃO JOÃO"," VITORIA","VILA GRAUNA"," CARIACICA",11946,"11,9 km"
"FORTE SÃO JOÃO"," VITORIA","ROSA DA PENHA"," CARIACICA",11464,"11,5 km"
"FORTE SÃO JOÃO"," VITORIA","TIRADENTE"," CARIACICA",14309,"14,3 km"
"FORTE SÃO JOÃO"," VITORIA","BOM BOSCO"," CARIACICA",10362,"10,4 km"
"FORTE SÃO JOÃO"," VITORIA","VALE DA ESPERANÇA"," CARIACICA",9196,"9,2 km"
"FORTE SÃO JOÃO"," VITORIA","ITAQUARI. BELA AURORA"," CARIACICA",9751,"9,8 km"
"FORTE SÃO JOÃO"," VITORIA","CRUZEIRO DO SUL"," CARIACICA",11746,"11,7 km"
"FORTE SÃO JOÃO"," VITORIA","NOVA ROSA DA PENHA"," CARIACICA",22642,"22,6 km"
"FORTE SÃO JOÃO"," VITORIA","FLEXAL I"," CARIACICA",11825,"11,8 km"
"FORTE SÃO JOÃO"," VITORIA","NOVA BRASÍLIA"," CARIACICA",11619,"11,6 km"
"FORTE SÃO JOÃO"," VITORIA","JUCU"," VIANA",25832,"25,8 km"
"FORTE SÃO JOÃO"," VITORIA","SANTA TEREZINHA"," VIANA",18520,"18,5 km"
"FORTE SÃO JOÃO"," VITORIA","VILA BETÂNIA"," VIANA",14897,"14,9 km"
"FORTE SÃO JOÃO"," VITORIA","PEDRA MULATA"," VIANA",20930,"20,9 km"
"FORTE SÃO JOÃO"," VITORIA","ARLINDO VILASQUE"," VIANA",17277,"17,3 km"
"FORTE SÃO JOÃO"," VITORIA","VILA NOVA"," VIANA",19128,"19,1 km"
"FORTE SÃO JOÃO"," VITORIA","UNIVERSAL"," VIANA",18812,"18,8 km"
"FORTE SÃO JOÃO"," VITORIA","CARIOCA"," VIANA",529254,"529 km"
"FORTE SÃO JOÃO"," VITORIA","PRIMAVERA"," VIANA",16564,"16,6 km"
"FORTE SÃO JOÃO"," VITORIA","MARCILIO DE NORONHA"," VIANA",15597,"15,6 km"
"FORTE SÃO JOÃO"," VITORIA","BOM PASTOR"," VIANA",22727,"22,7 km"
"FORTE SÃO JOÃO"," VITORIA","VILA BETHANIA"," VIANA",14897,"14,9 km"
"FORTE SÃO JOÃO"," VITORIA","IPANEMA"," VIANA",18722,"18,7 km"
"FORTE SÃO JOÃO"," VITORIA","PRAIA DAS GAIVOTAS"," VILA VELHA",13594,"13,6 km"
"FORTE SÃO JOÃO"," VITORIA","CENTRO"," VILA VELHA",9437,"9,4 km"
"FORTE SÃO JOÃO"," VITORIA","SANTOS DUMONT"," VILA VELHA",12557,"12,6 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM MARILÂNDIA"," VILA VELHA",9714,"9,7 km"
"FORTE SÃO JOÃO"," VITORIA","RIO MARINHO"," VILA VELHA",11298,"11,3 km"
"FORTE SÃO JOÃO"," VITORIA","RIVIEIRA DA BARRA"," VILA VELHA",19594,"19,6 km"
"FORTE SÃO JOÃO"," VITORIA","GLÓRIA"," VILA VELHA",11004,"11,0 km"
"FORTE SÃO JOÃO"," VITORIA","VALE ENCANTADO"," VILA VELHA",15390,"15,4 km"
"FORTE SÃO JOÃO"," VITORIA","PRAIA DA COSTA"," VILA VELHA",8913,"8,9 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM ASTECA"," VILA VELHA",12358,"12,4 km"
"FORTE SÃO JOÃO"," VITORIA","TERRA VERMELHA"," VILA VELHA",23370,"23,4 km"
"FORTE SÃO JOÃO"," VITORIA","PRAIA DE ITAPARICA"," VILA VELHA",11284,"11,3 km"
"FORTE SÃO JOÃO"," VITORIA","ALECRIM"," VILA VELHA",10183,"10,2 km"
"FORTE SÃO JOÃO"," VITORIA","DIVINO ESPIRITO SANTO"," VILA VELHA",9111,"9,1 km"
"FORTE SÃO JOÃO"," VITORIA","BOA VISTA"," VILA VELHA",9515,"9,5 km"
"FORTE SÃO JOÃO"," VITORIA","SANTA MONICA"," VILA VELHA",11837,"11,8 km"
"FORTE SÃO JOÃO"," VITORIA","ILHA DOS BENTOS"," VILA VELHA",12488,"12,5 km"
"FORTE SÃO JOÃO"," VITORIA","NOVA ALMEIDA"," SERRA",39570,"39,6 km"
"FORTE SÃO JOÃO"," VITORIA","BOULEVARD LAGOA"," SERRA",25379,"25,4 km"
"FORTE SÃO JOÃO"," VITORIA","PARQUE JACARAIPE"," SERRA",28178,"28,2 km"
"FORTE SÃO JOÃO"," VITORIA","CENTRAL DE CARAPINA"," SERRA",15918,"15,9 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM ATLANTICO"," SERRA",29766,"29,8 km"
"FORTE SÃO JOÃO"," VITORIA","LARANJEIRAS VELHAS"," SERRA",18544,"18,5 km"
"FORTE SÃO JOÃO"," VITORIA","CIDADE POMAR"," SERRA",23918,"23,9 km"
"FORTE SÃO JOÃO"," VITORIA","PRAIA CARAPEUS"," SERRA",22907,"22,9 km"
"FORTE SÃO JOÃO"," VITORIA","COLINA LARANJEIRA"," SERRA",19306,"19,3 km"
"FORTE SÃO JOÃO"," VITORIA","RESIDENCIAL JACARAI"," SERRA",30749,"30,7 km"
"FORTE SÃO JOÃO"," VITORIA","JARDIM CARAPINA"," SERRA",14943,"14,9 km"
"FORTE SÃO JOÃO"," VITORIA","CARAPINA GRANDE"," SERRA",14165,"14,2 km"
"FORTE SÃO JOÃO"," VITORIA","NOVO HORIZONTE"," SERRA",18285,"18,3 km"
"FORTE SÃO JOÃO"," VITORIA","PLANALTO SERRANO"," SERRA",25935,"25,9 km"
"FORTE SÃO JOÃO"," VITORIA","VALPARAISO"," SERRA",18053,"18,1 km"
"FORTE SÃO JOÃO"," VITORIA","CIVIT II"," SERRA",21974,"22,0 km"
"FORTE SÃO JOÃO"," VITORIA","ITAPEBUSSU"," GUARAPARI",59831,"59,8 km"
